bird,song
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym F3,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym F4,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym F5,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym F6,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym F7,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym F8,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym F9,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym G,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym G2,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym G3,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym H,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym H10,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym H11,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym I,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym I16 ,ccym_060531_0821.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym I17,ccym_060531_0821.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym I18,ccym_060531_0821.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym I19,ccym_060531_0821.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym I2,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym I21,ccym_060531_0821.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym I22,ccym_060531_0821.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym I4,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym I5,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym I7,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym I8,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym I9,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym J,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym J11,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym J7,ccym_060531_0821.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym J8,ccym_060531_0821.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym K,ccym_060531_0737.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym K10,ccym_060531_0821.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym K11,ccym_060531_0821.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym K5,ccym_060531_0821.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym K6,ccym_060531_0821.wav"
ccym rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ccym rep and soundfiles/ccym K7,ccym_060531_0821.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm 1,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm A,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm A10,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm A12,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm B,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm B10,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm B15,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm B2,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm B3,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm B4,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm B5,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm B6,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm B7,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm B8,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm B9,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm C,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm D,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm D3,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm D5,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm D7,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm E,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm E2,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm E3,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm F,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm F2,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm F3,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm F4,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm G,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm G2,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm G4,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm G6,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm G7,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm H1,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm H2,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm H3,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm H4,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm I,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm I2,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm J2,cowm 060615.wav"
cowm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cowm rep and soundfiles/cowm J3,cowm 060615.wav"
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom A side_A 050606_000133.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom A2 side_A 050606_000256.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom A3 side_A 050606_000334.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom B side_A 050606_000618.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom B2 side_B 050606_004612.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom C side_A 050606_000721.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom C2 side_A 050606_000757.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom C3 side_A 050606_000822.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom C4 side_A 050606_001046.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom C5 side_B 050606_004118.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom D side_A 050606_001253.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom D2 side_A 050606_002232.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom D3 side_A 050606_004143.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom D4 side_A 050606_004226.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom D5 side_B 050606_002638.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom E side_A 050606_001550.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom E2 side_A 050606_001603.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom E3 side_A 050606_001614.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom E4 side_A 050606_001622.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom E5 side_A 050606_001650.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom F side_A 050606_001714.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom F10 side_B 050606_001541.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom F2 side_A 050606_001741.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom F3 side_A 050606_001750.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom F4 side_A 050606_001930.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom F5 side_A 050606_002006.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom F6 side_A 050606_002027.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom F7 side_B 050606_001432.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom F8 side_B 050606_001438.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom F9 side_B 050606_001511.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom G side_A 050606_002600.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom G2 side_A 050606_002627.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom G3 side_A 050606_002636.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom H side_A 050606_002800.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom H2 side_A 050606_002847.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom H3 side_A 050606_003514.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom H4 side_A 050606_003520.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom H5 side_A 050606_003545.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom I side_B 050606_000041.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom I2 side_B 050606_000118.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom I3 side_B 050606_000312.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom I4side_B 050606_000410.wav
cyom rep and soundfiles,/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/cyom rep and soundfiles/cyom J side_B 050606_000514.wav
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr A,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr A12,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr A2,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr A3,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr A4,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr A5,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr B,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr B10,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr B18,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr B19,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr B2,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr B20,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr B3,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr B4,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr B6,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr C11,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr C12,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr C13,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr C15,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr C2,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr C3,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr C4,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr C5,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr C7,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr C8,ggmr_070408.wav"
